Package_Id,From_City,Destination,Destination_Type,Trip_Duration_Days,Activities_Count,Accommodation,Transport_Mode,Package_Type,Budget,Season
PKG-02823,nagpur,rann of kutch,Adventure,6,4,Hotel,Car,Premium,36960,Summer
PKG-02824,nagpur,rann of kutch,Historical,9,7,Hotel,Train,Premium,60059,Winter
PKG-02825,nagpur,rann of kutch,Historical,3,8,Resort,Car,Standard,38250,Winter
PKG-02826,nagpur,rann of kutch,Historical,4,4,Hotel,Bus,Premium,25536,Winter
PKG-02827,nagpur,rann of kutch,Historical,9,7,Hotel,Flight,Standard,62400,Winter
PKG-02828,nagpur,rann of kutch,Historical,3,6,Hotel,Flight,Luxury,82560,Winter
PKG-02829,nagpur,rann of kutch,Historical,6,3,Camping,Car,Premium,22400,Winter
PKG-02830,nagpur,rann of kutch,Historical,4,3,Camping,Flight,Premium,30463,Winter
PKG-02831,nagpur,rann of kutch,Historical,7,5,Hotel,Flight,Premium,68544,Winter
PKG-02832,nagpur,rann of kutch,Historical,8,6,Resort,Train,Standard,47850,Winter
PKG-02833,nagpur,rann of kutch,Historical,5,5,Hotel,Flight,Luxury,86400,Winter
PKG-02834,nagpur,coorg,Hill Station,9,6,Hotel,Flight,Luxury,117120,Summer
PKG-02835,nagpur,coorg,Hill Station,10,8,Resort,Bus,Premium,60479,Summer
PKG-02836,nagpur,coorg,Hill Station,3,6,Camping,Flight,Luxury,55040,Summer
PKG-02837,nagpur,coorg,Hill Station,5,7,Camping,Car,Standard,21200,Summer
PKG-02838,nagpur,coorg,Hill Station,7,2,Hotel,Bus,Standard,18720,Summer
PKG-02839,nagpur,coorg,Hill Station,7,6,Hotel,Flight,Standard,52800,Summer
PKG-02840,nagpur,coorg,Hill Station,3,2,Resort,Train,Premium,31184,Summer
PKG-02841,nagpur,coorg,Hill Station,4,4,Hotel,Flight,Standard,36480,Summer
PKG-02842,nagpur,coorg,Hill Station,10,5,Hotel,Bus,Standard,28800,Summer
PKG-02843,nagpur,coorg,Hill Station,5,2,Hotel,Bus,Standard,15840,Summer
PKG-02844,nagpur,coorg,Backwater,4,5,Resort,Car,Luxury,63000,Monsoon
PKG-02845,nagpur,coorg,Backwater,8,4,Hotel,Car,Luxury,60000,Monsoon
PKG-02846,nagpur,coorg,Backwater,3,7,Hotel,Car,Premium,39480,Monsoon
PKG-02847,nagpur,coorg,Backwater,4,2,Camping,Bus,Premium,13440,Monsoon
PKG-02848,nagpur,coorg,Backwater,4,2,Hotel,Bus,Standard,14400,Monsoon
PKG-02849,nagpur,coorg,Backwater,2,6,Hotel,Flight,Standard,38400,Monsoon
PKG-02850,nagpur,coorg,Backwater,4,5,Hotel,Bus,Luxury,40320,Monsoon
PKG-02851,nagpur,coorg,Backwater,10,7,Hotel,Train,Premium,62831,Monsoon
PKG-02852,nagpur,coorg,Backwater,8,7,Hotel,Train,Premium,57288,Monsoon
PKG-02853,nagpur,coorg,Backwater,2,4,Hotel,Car,Standard,19200,Monsoon
PKG-02854,nagpur,coorg,Adventure,2,7,Resort,Car,Luxury,66000,Summer
PKG-02855,nagpur,coorg,Adventure,4,6,Hotel,Bus,Standard,22080,Summer
PKG-02856,nagpur,coorg,Adventure,8,8,Camping,Flight,Luxury,84480,Summer
PKG-02857,nagpur,coorg,Adventure,9,6,Hotel,Train,Luxury,80520,Summer
PKG-02858,nagpur,coorg,Adventure,10,4,Hotel,Bus,Premium,37632,Summer
PKG-02859,nagpur,coorg,Adventure,4,4,Hotel,Car,Luxury,45600,Summer
PKG-02860,nagpur,coorg,Adventure,8,3,Hotel,Bus,Premium,30911,Summer
PKG-02861,nagpur,coorg,Adventure,2,3,Resort,Flight,Standard,33600,Summer
PKG-02862,nagpur,coorg,Adventure,10,6,Hotel,Car,Luxury,76800,Summer
PKG-02863,nagpur,coorg,Adventure,9,5,Hotel,Train,Luxury,75240,Summer
PKG-02864,nagpur,coorg,Cultural,8,8,Resort,Flight,Standard,79200,Winter
PKG-02865,nagpur,coorg,Cultural,2,8,Camping,Train,Luxury,42240,Winter
PKG-02866,nagpur,coorg,Cultural,8,3,Resort,Train,Standard,37950,Winter
PKG-02867,nagpur,coorg,Cultural,3,2,Hotel,Train,Luxury,35640,Winter
PKG-02868,nagpur,coorg,Cultural,7,2,Resort,Bus,Premium,32759,Winter
PKG-02869,nagpur,coorg,Cultural,4,6,Hotel,Car,Standard,27600,Winter
PKG-02870,nagpur,coorg,Cultural,5,6,Hotel,Car,Premium,41160,Winter
PKG-02871,nagpur,coorg,Cultural,5,6,Hotel,Bus,Luxury,47040,Winter
PKG-02872,nagpur,coorg,Cultural,2,3,Hotel,Train,Standard,18480,Winter
PKG-02873,nagpur,coorg,Cultural,2,6,Hotel,Flight,Standard,38400,Winter
PKG-02874,nagpur,kodaikanal,Hill Station,2,4,Hotel,Car,Premium,26880,Summer
PKG-02875,nagpur,kodaikanal,Hill Station,2,4,Resort,Train,Premium,36960,Summer
PKG-02876,nagpur,kodaikanal,Hill Station,10,3,Hotel,Train,Premium,48048,Summer
PKG-02877,nagpur,kodaikanal,Hill Station,7,3,Hotel,Car,Premium,36120,Summer
PKG-02878,nagpur,kodaikanal,Hill Station,8,7,Hotel,Car,Luxury,74400,Summer
PKG-02879,nagpur,kodaikanal,Hill Station,4,2,Camping,Flight,Premium,26880,Summer
PKG-02880,nagpur,kodaikanal,Hill Station,2,4,Hotel,Bus,Standard,15360,Summer
PKG-02881,nagpur,kodaikanal,Hill Station,9,2,Hotel,Car,Luxury,54000,Summer
PKG-02882,nagpur,kodaikanal,Hill Station,5,3,Resort,Bus,Luxury,44400,Summer
PKG-02883,nagpur,kodaikanal,Hill Station,4,6,Resort,Train,Premium,53130,Summer
PKG-02884,nagpur,kodaikanal,Mountain,4,4,Hotel,Train,Premium,35112,Summer
PKG-02885,nagpur,kodaikanal,Mountain,8,2,Resort,Flight,Standard,50400,Summer
PKG-02886,nagpur,kodaikanal,Mountain,5,6,Resort,Car,Standard,36750,Summer
PKG-02887,nagpur,kodaikanal,Mountain,9,2,Resort,Car,Standard,33750,Summer
PKG-02888,nagpur,kodaikanal,Mountain,6,6,Hotel,Car,Premium,43680,Summer
PKG-02889,nagpur,kodaikanal,Mountain,3,5,Resort,Train,Standard,32175,Summer
PKG-02890,nagpur,kodaikanal,Mountain,6,3,Hotel,Car,Premium,33600,Summer
PKG-02891,nagpur,kodaikanal,Mountain,7,4,Hotel,Car,Standard,28200,Summer
PKG-02892,nagpur,kodaikanal,Mountain,4,7,Hotel,Flight,Premium,67200,Summer
PKG-02893,nagpur,kodaikanal,Mountain,9,4,Hotel,Flight,Luxury,101760,Summer
PKG-02894,nagpur,kodaikanal,Adventure,4,2,Hotel,Flight,Standard,28800,Summer
PKG-02895,nagpur,kodaikanal,Adventure,7,8,Resort,Train,Premium,72765,Summer
PKG-02896,nagpur,kodaikanal,Adventure,8,8,Hotel,Bus,Premium,44352,Summer
PKG-02897,nagpur,kodaikanal,Adventure,7,6,Hotel,Train,Premium,50820,Summer
PKG-02898,nagpur,kodaikanal,Adventure,3,7,Hotel,Flight,Luxury,90240,Summer
PKG-02899,nagpur,kodaikanal,Adventure,9,4,Hotel,Car,Luxury,63600,Summer
PKG-02900,nagpur,kodaikanal,Adventure,2,7,Camping,Bus,Luxury,28160,Summer
PKG-02901,nagpur,kodaikanal,Adventure,10,2,Hotel,Bus,Standard,23040,Summer
PKG-02902,nagpur,kodaikanal,Adventure,6,5,Hotel,Bus,Luxury,46080,Summer
PKG-02903,nagpur,kodaikanal,Adventure,8,8,Hotel,Car,Standard,39600,Summer
PKG-02904,nagpur,kodaikanal,Cultural,8,8,Hotel,Flight,Luxury,126720,Winter
PKG-02905,nagpur,kodaikanal,Cultural,3,4,Hotel,Flight,Premium,47040,Winter
PKG-02906,nagpur,kodaikanal,Cultural,10,8,Resort,Flight,Standard,86400,Winter
PKG-02907,nagpur,kodaikanal,Cultural,3,3,Camping,Car,Premium,17360,Winter
PKG-02908,nagpur,kodaikanal,Cultural,8,3,Hotel,Flight,Premium,61823,Winter
PKG-02909,nagpur,kodaikanal,Cultural,3,4,Resort,Train,Luxury,57750,Winter
PKG-02910,nagpur,kodaikanal,Cultural,9,3,Resort,Flight,Standard,58800,Winter
PKG-02911,nagpur,kodaikanal,Cultural,6,5,Resort,Car,Luxury,72000,Winter
PKG-02912,nagpur,kodaikanal,Cultural,4,5,Hotel,Bus,Luxury,40320,Winter
PKG-02913,nagpur,kodaikanal,Cultural,5,4,Hotel,Car,Luxury,49200,Winter
PKG-02914,nagpur,jaisalmer,Desert,8,2,Hotel,Train,Premium,38808,Summer
PKG-02915,nagpur,jaisalmer,Desert,9,3,Resort,Car,Standard,36750,Summer
PKG-02916,nagpur,jaisalmer,Desert,2,8,Resort,Flight,Premium,80640,Summer
PKG-02917,nagpur,jaisalmer,Desert,6,7,Hotel,Bus,Standard,26880,Summer
PKG-02918,nagpur,jaisalmer,Desert,4,2,Hotel,Train,Premium,27720,Summer
PKG-02919,nagpur,jaisalmer,Desert,3,4,Camping,Flight,Premium,31359,Summer
PKG-02920,nagpur,jaisalmer,Desert,10,3,Resort,Train,Standard,42900,Summer
PKG-02921,nagpur,jaisalmer,Desert,2,2,Camping,Flight,Premium,21504,Summer
PKG-02922,nagpur,jaisalmer,Desert,6,3,Resort,Bus,Premium,33600,Summer
PKG-02923,nagpur,jaisalmer,Desert,8,5,Hotel,Flight,Luxury,103680,Summer
PKG-02924,nagpur,jaisalmer,Cultural,4,7,Hotel,Flight,Premium,67200,Winter
PKG-02925,nagpur,jaisalmer,Cultural,8,8,Resort,Car,Luxury,99000,Winter
PKG-02926,nagpur,jaisalmer,Cultural,5,2,Hotel,Bus,Premium,22176,Winter
PKG-02927,nagpur,jaisalmer,Cultural,7,2,Hotel,Bus,Premium,26208,Winter
PKG-02928,nagpur,jaisalmer,Cultural,4,5,Resort,Train,Standard,34650,Winter
PKG-02929,nagpur,jaisalmer,Cultural,8,4,Hotel,Car,Premium,42000,Winter
PKG-02930,nagpur,jaisalmer,Cultural,4,7,Resort,Flight,Luxury,120000,Winter
PKG-02931,nagpur,jaisalmer,Cultural,3,2,Hotel,Bus,Luxury,25920,Winter
PKG-02932,nagpur,jaisalmer,Cultural,5,5,Camping,Bus,Luxury,28800,Winter
PKG-02933,nagpur,jaisalmer,Cultural,8,3,Hotel,Train,Standard,30360,Winter
PKG-02934,nagpur,jaisalmer,Historical,5,7,Hotel,Car,Premium,44520,Winter
PKG-02935,nagpur,jaisalmer,Historical,7,2,Resort,Train,Premium,45045,Winter
PKG-02936,nagpur,jaisalmer,Historical,10,8,Hotel,Car,Luxury,86400,Winter
PKG-02937,nagpur,jaisalmer,Historical,9,7,Resort,Flight,Premium,109200,Winter
PKG-02938,nagpur,jaisalmer,Historical,8,4,Resort,Train,Luxury,82500,Winter
PKG-02939,nagpur,jaisalmer,Historical,8,6,Hotel,Train,Standard,38280,Winter
PKG-02940,nagpur,jaisalmer,Historical,4,5,Hotel,Flight,Premium,56448,Winter
PKG-02941,nagpur,jaisalmer,Historical,4,6,Hotel,Bus,Luxury,44160,Winter
PKG-02942,nagpur,jaisalmer,Historical,8,5,Hotel,Train,Luxury,71280,Winter
PKG-02943,nagpur,jaisalmer,Historical,8,7,Camping,Train,Luxury,54560,Winter
PKG-02944,nagpur,jaisalmer,Adventure,3,2,Resort,Car,Standard,20250,Summer
PKG-02945,nagpur,jaisalmer,Adventure,2,6,Resort,Flight,Standard,48000,Summer
PKG-02946,nagpur,jaisalmer,Adventure,9,7,Resort,Car,Luxury,97500,Summer
PKG-02947,nagpur,jaisalmer,Adventure,9,6,Hotel,Car,Luxury,73200,Summer
PKG-02948,nagpur,jaisalmer,Adventure,6,8,Camping,Flight,Standard,38400,Summer
PKG-02949,nagpur,jaisalmer,Adventure,5,8,Resort,Flight,Luxury,136800,Summer
PKG-02950,nagpur,jaisalmer,Adventure,8,2,Resort,Bus,Premium,35280,Summer
PKG-02951,nagpur,jaisalmer,Adventure,3,4,Resort,Flight,Premium,58799,Summer
PKG-02952,nagpur,jaisalmer,Adventure,8,2,Hotel,Train,Standard,27720,Summer
PKG-02953,nagpur,jaisalmer,Adventure,10,4,Resort,Train,Luxury,92400,Summer
PKG-02954,nagpur,munnar,Hill Station,6,4,Hotel,Flight,Luxury,84480,Summer
PKG-02955,nagpur,munnar,Hill Station,5,2,Hotel,Flight,Standard,31680,Summer
PKG-02956,nagpur,munnar,Hill Station,2,2,Hotel,Bus,Premium,16127,Summer
PKG-02957,nagpur,munnar,Hill Station,10,8,Camping,Train,Premium,44352,Summer
PKG-02958,nagpur,munnar,Hill Station,4,6,Resort,Flight,Standard,55200,Summer
PKG-02959,nagpur,munnar,Hill Station,10,5,Resort,Bus,Luxury,72000,Summer
PKG-02960,nagpur,munnar,Hill Station,8,8,Resort,Car,Luxury,99000,Summer
PKG-02961,nagpur,munnar,Hill Station,8,3,Hotel,Flight,Luxury,88320,Summer
PKG-02962,nagpur,munnar,Hill Station,4,5,Camping,Train,Luxury,36960,Summer
PKG-02963,nagpur,munnar,Hill Station,4,5,Hotel,Bus,Standard,20160,Summer
PKG-02964,nagpur,munnar,Mountain,4,6,Hotel,Car,Luxury,55200,Summer
PKG-02965,nagpur,munnar,Mountain,8,8,Hotel,Train,Luxury,87120,Summer
PKG-02966,nagpur,munnar,Mountain,4,4,Resort,Bus,Standard,22800,Summer
PKG-02967,nagpur,munnar,Mountain,3,2,Resort,Flight,Standard,32400,Summer
PKG-02968,nagpur,munnar,Mountain,4,2,Hotel,Car,Luxury,36000,Summer
PKG-02969,nagpur,munnar,Mountain,8,2,Hotel,Bus,Premium,28224,Summer
PKG-02970,nagpur,munnar,Mountain,7,3,Resort,Bus,Luxury,51600,Summer
PKG-02971,nagpur,munnar,Mountain,5,4,Hotel,Bus,Luxury,39360,Summer
PKG-02972,nagpur,munnar,Mountain,5,7,Resort,Flight,Premium,89040,Summer
PKG-02973,nagpur,munnar,Mountain,2,4,Camping,Car,Standard,12800,Summer
PKG-02974,nagpur,munnar,Adventure,2,7,Hotel,Car,Standard,26400,Summer
PKG-02975,nagpur,munnar,Adventure,9,6,Hotel,Car,Standard,36600,Summer
PKG-02976,nagpur,munnar,Adventure,4,4,Resort,Train,Standard,31350,Summer
PKG-02977,nagpur,munnar,Adventure,3,2,Resort,Flight,Premium,45360,Summer
PKG-02978,nagpur,munnar,Adventure,5,5,Hotel,Car,Premium,37800,Summer
PKG-02979,nagpur,munnar,Adventure,2,5,Camping,Car,Premium,20160,Summer
PKG-02980,nagpur,munnar,Adventure,3,3,Hotel,Flight,Premium,41664,Summer
PKG-02981,nagpur,munnar,Adventure,7,7,Hotel,Flight,Standard,56640,Summer
PKG-02982,nagpur,munnar,Adventure,4,4,Resort,Car,Standard,28500,Summer
PKG-02983,nagpur,munnar,Adventure,2,2,Resort,Train,Premium,27720,Summer
PKG-02984,nagpur,munnar,Cultural,9,6,Hotel,Car,Standard,36600,Winter
PKG-02985,nagpur,munnar,Cultural,10,7,Resort,Train,Standard,56100,Winter
PKG-02986,nagpur,munnar,Cultural,5,6,Hotel,Car,Luxury,58800,Winter
PKG-02987,nagpur,munnar,Cultural,2,6,Hotel,Bus,Standard,19200,Winter
PKG-02988,nagpur,munnar,Cultural,7,2,Hotel,Bus,Standard,18720,Winter
PKG-02989,nagpur,munnar,Cultural,7,3,Resort,Bus,Standard,25800,Winter
PKG-02990,nagpur,munnar,Cultural,4,4,Hotel,Train,Premium,35112,Winter
PKG-02991,nagpur,munnar,Cultural,5,2,Hotel,Train,Luxury,43560,Winter
PKG-02992,nagpur,munnar,Cultural,10,7,Hotel,Train,Premium,62831,Winter
PKG-02993,nagpur,munnar,Cultural,9,5,Resort,Flight,Standard,68400,Winter
PKG-02994,nagpur,rishikesh,Adventure,6,3,Resort,Bus,Luxury,48000,Summer
PKG-02995,nagpur,rishikesh,Adventure,6,5,Resort,Car,Luxury,72000,Summer
PKG-02996,nagpur,rishikesh,Adventure,6,3,Hotel,Bus,Luxury,38400,Summer
PKG-02997,nagpur,rishikesh,Adventure,9,5,Resort,Flight,Premium,95760,Summer
PKG-02998,nagpur,rishikesh,Adventure,6,8,Hotel,Train,Luxury,79200,Summer
PKG-02999,nagpur,rishikesh,Adventure,3,6,Resort,Flight,Premium,72240,Summer
PKG-03000,nagpur,rishikesh,Adventure,5,6,Camping,Train,Premium,30183,Summer
PKG-03001,nagpur,rishikesh,Adventure,3,5,Hotel,Bus,Standard,18720,Summer
PKG-03002,nagpur,rishikesh,Adventure,10,4,Resort,Flight,Premium,94080,Summer
PKG-03003,nagpur,rishikesh,Adventure,10,4,Hotel,Flight,Standard,53760,Summer
PKG-03004,nagpur,rishikesh,Mountain,3,3,Hotel,Train,Premium,28644,Summer
PKG-03005,nagpur,rishikesh,Mountain,4,4,Hotel,Bus,Standard,18240,Summer
PKG-03006,nagpur,rishikesh,Mountain,5,7,Hotel,Train,Premium,48972,Summer
PKG-03007,nagpur,rishikesh,Mountain,4,8,Hotel,Train,Standard,35640,Summer
PKG-03008,nagpur,rishikesh,Mountain,2,4,Resort,Car,Luxury,48000,Summer
PKG-03009,nagpur,rishikesh,Mountain,7,3,Hotel,Flight,Luxury,82560,Summer
PKG-03010,nagpur,rishikesh,Mountain,7,3,Resort,Car,Premium,45150,Summer
PKG-03011,nagpur,rishikesh,Mountain,6,6,Hotel,Bus,Luxury,49920,Summer
PKG-03012,nagpur,rishikesh,Mountain,5,2,Hotel,Train,Luxury,43560,Summer
PKG-03013,nagpur,rishikesh,Mountain,3,6,Resort,Flight,Luxury,103200,Summer
PKG-03014,nagpur,rishikesh,Cultural,8,4,Hotel,Train,Standard,33000,Winter
PKG-03015,nagpur,rishikesh,Cultural,5,2,Hotel,Flight,Premium,44352,Winter
PKG-03016,nagpur,rishikesh,Cultural,2,4,Resort,Flight,Standard,38400,Winter
PKG-03017,nagpur,rishikesh,Cultural,3,5,Hotel,Bus,Luxury,37440,Winter
PKG-03018,nagpur,rishikesh,Cultural,7,6,Hotel,Flight,Standard,52800,Winter
PKG-03019,nagpur,rishikesh,Cultural,2,4,Hotel,Car,Luxury,38400,Winter
PKG-03020,nagpur,rishikesh,Cultural,2,5,Camping,Train,Standard,15840,Winter
PKG-03021,nagpur,rishikesh,Cultural,8,2,Resort,Car,Premium,44100,Winter
PKG-03022,nagpur,rishikesh,Cultural,2,2,Resort,Flight,Standard,28800,Winter
PKG-03023,nagpur,rishikesh,Cultural,8,7,Resort,Train,Premium,71610,Winter
PKG-03024,nagpur,rishikesh,Backwater,7,8,Hotel,Train,Premium,58211,Monsoon
PKG-03025,nagpur,rishikesh,Backwater,3,6,Hotel,Train,Premium,39732,Monsoon
PKG-03026,nagpur,rishikesh,Backwater,2,5,Resort,Train,Luxury,59400,Monsoon
PKG-03027,nagpur,rishikesh,Backwater,9,5,Hotel,Car,Premium,47880,Monsoon
PKG-03028,nagpur,rishikesh,Backwater,3,2,Hotel,Bus,Standard,12960,Monsoon
PKG-03029,nagpur,rishikesh,Backwater,2,3,Hotel,Car,Premium,23520,Monsoon
PKG-03030,nagpur,rishikesh,Backwater,8,3,Hotel,Bus,Standard,22080,Monsoon
PKG-03031,nagpur,rishikesh,Backwater,5,7,Camping,Train,Luxury,46640,Monsoon
PKG-03032,nagpur,rishikesh,Backwater,2,7,Hotel,Car,Premium,36960,Monsoon
PKG-03033,nagpur,rishikesh,Backwater,2,2,Hotel,Car,Premium,20160,Monsoon
PKG-03034,nagpur,ooty,Hill Station,3,4,Hotel,Train,Luxury,46200,Summer
PKG-03035,nagpur,ooty,Hill Station,8,4,Camping,Bus,Standard,16000,Summer
PKG-03036,nagpur,ooty,Hill Station,9,2,Hotel,Bus,Premium,30239,Summer
PKG-03037,nagpur,ooty,Hill Station,4,8,Hotel,Flight,Luxury,103680,Summer
PKG-03038,nagpur,ooty,Hill Station,9,7,Resort,Car,Luxury,97500,Summer
PKG-03039,nagpur,ooty,Hill Station,10,3,Resort,Flight,Luxury,124800,Summer
PKG-03040,nagpur,ooty,Hill Station,9,4,Hotel,Train,Luxury,69960,Summer
PKG-03041,nagpur,ooty,Hill Station,9,3,Hotel,Car,Premium,41160,Summer
PKG-03042,nagpur,ooty,Hill Station,6,7,Hotel,Car,Premium,47040,Summer
PKG-03043,nagpur,ooty,Hill Station,10,8,Hotel,Bus,Luxury,69120,Summer
PKG-03044,nagpur,ooty,Mountain,5,7,Hotel,Car,Standard,31800,Summer
PKG-03045,nagpur,ooty,Mountain,9,2,Hotel,Bus,Standard,21600,Summer
PKG-03046,nagpur,ooty,Mountain,5,5,Hotel,Flight,Standard,43200,Summer
PKG-03047,nagpur,ooty,Mountain,9,2,Hotel,Train,Standard,29700,Summer
PKG-03048,nagpur,ooty,Mountain,10,6,Resort,Train,Premium,73920,Summer
PKG-03049,nagpur,ooty,Mountain,9,7,Camping,Bus,Luxury,41600,Summer
PKG-03050,nagpur,ooty,Mountain,3,3,Resort,Bus,Premium,26040,Summer
PKG-03051,nagpur,ooty,Mountain,8,5,Hotel,Bus,Premium,36288,Summer
PKG-03052,nagpur,ooty,Mountain,5,2,Hotel,Train,Premium,30491,Summer
PKG-03053,nagpur,ooty,Mountain,4,7,Camping,Train,Luxury,44000,Summer
PKG-03054,nagpur,ooty,Cultural,3,3,Hotel,Flight,Standard,29760,Winter
PKG-03055,nagpur,ooty,Cultural,3,3,Hotel,Car,Premium,26040,Winter
PKG-03056,nagpur,ooty,Cultural,4,4,Hotel,Car,Premium,31919,Winter
PKG-03057,nagpur,ooty,Cultural,10,5,Resort,Train,Premium,69300,Winter
PKG-03058,nagpur,ooty,Cultural,3,6,Resort,Car,Premium,45150,Winter
PKG-03059,nagpur,ooty,Cultural,8,3,Hotel,Bus,Premium,30911,Winter
PKG-03060,nagpur,ooty,Cultural,10,5,Hotel,Train,Standard,39600,Winter
PKG-03061,nagpur,ooty,Cultural,9,4,Camping,Train,Standard,23320,Winter
PKG-03062,nagpur,ooty,Cultural,2,7,Hotel,Flight,Luxury,84480,Winter
PKG-03063,nagpur,ooty,Cultural,8,3,Resort,Train,Standard,37950,Winter
PKG-03064,nagpur,ooty,Backwater,8,3,Resort,Train,Luxury,75900,Monsoon
PKG-03065,nagpur,ooty,Backwater,9,6,Resort,Flight,Standard,73200,Monsoon
PKG-03066,nagpur,ooty,Backwater,2,7,Hotel,Bus,Standard,21120,Monsoon
PKG-03067,nagpur,ooty,Backwater,5,2,Hotel,Car,Standard,19800,Monsoon
PKG-03068,nagpur,ooty,Backwater,6,3,Hotel,Car,Luxury,48000,Monsoon
PKG-03069,nagpur,ooty,Backwater,3,4,Resort,Bus,Luxury,42000,Monsoon
PKG-03070,nagpur,ooty,Backwater,8,5,Camping,Flight,Standard,34560,Monsoon
PKG-03071,nagpur,ooty,Backwater,5,7,Hotel,Train,Premium,48972,Monsoon
PKG-03072,nagpur,ooty,Backwater,5,3,Hotel,Bus,Premium,24864,Monsoon
PKG-03073,nagpur,ooty,Backwater,6,7,Camping,Train,Luxury,49280,Monsoon
PKG-03074,nagpur,darjeeling,Mountain,2,2,Resort,Bus,Luxury,28800,Summer
PKG-03075,nagpur,darjeeling,Mountain,9,7,Resort,Train,Luxury,107250,Summer
PKG-03076,nagpur,darjeeling,Mountain,5,3,Hotel,Train,Luxury,48840,Summer
PKG-03077,nagpur,darjeeling,Mountain,3,3,Hotel,Bus,Premium,20832,Summer
PKG-03078,nagpur,darjeeling,Mountain,9,3,Resort,Car,Luxury,73500,Summer
PKG-03079,nagpur,darjeeling,Mountain,9,5,Resort,Train,Standard,47025,Summer
PKG-03080,nagpur,darjeeling,Mountain,4,4,Hotel,Car,Standard,22800,Summer
PKG-03081,nagpur,darjeeling,Mountain,2,6,Hotel,Train,Premium,36960,Summer
PKG-03082,nagpur,darjeeling,Mountain,2,5,Hotel,Bus,Premium,24192,Summer
PKG-03083,nagpur,darjeeling,Mountain,3,2,Hotel,Car,Luxury,32400,Summer
PKG-03084,nagpur,darjeeling,Hill Station,6,8,Hotel,Bus,Luxury,57600,Summer
PKG-03085,nagpur,darjeeling,Hill Station,10,3,Camping,Bus,Standard,16640,Summer
PKG-03086,nagpur,darjeeling,Hill Station,3,4,Hotel,Train,Premium,32340,Summer
PKG-03087,nagpur,darjeeling,Hill Station,9,7,Resort,Train,Luxury,107250,Summer
PKG-03088,nagpur,darjeeling,Hill Station,6,7,Hotel,Flight,Premium,75264,Summer
PKG-03089,nagpur,darjeeling,Hill Station,7,5,Resort,Car,Premium,53550,Summer
PKG-03090,nagpur,darjeeling,Hill Station,6,7,Camping,Train,Luxury,49280,Summer
PKG-03091,nagpur,darjeeling,Hill Station,9,2,Hotel,Train,Luxury,59400,Summer
PKG-03092,nagpur,darjeeling,Hill Station,10,7,Hotel,Car,Standard,40800,Summer
PKG-03093,nagpur,darjeeling,Hill Station,8,8,Hotel,Bus,Luxury,63360,Summer
PKG-03094,nagpur,darjeeling,Cultural,4,4,Hotel,Flight,Standard,36480,Winter
PKG-03095,nagpur,darjeeling,Cultural,5,6,Resort,Flight,Premium,82320,Winter
PKG-03096,nagpur,darjeeling,Cultural,5,7,Camping,Car,Standard,21200,Winter
PKG-03097,nagpur,darjeeling,Cultural,8,7,Hotel,Car,Premium,52080,Winter
PKG-03098,nagpur,darjeeling,Cultural,10,5,Hotel,Bus,Premium,40320,Winter
PKG-03099,nagpur,darjeeling,Cultural,7,4,Hotel,Flight,Luxury,90240,Winter
PKG-03100,nagpur,darjeeling,Cultural,8,4,Resort,Train,Standard,41250,Winter
PKG-03101,nagpur,darjeeling,Cultural,2,6,Hotel,Train,Luxury,52800,Winter
PKG-03102,nagpur,darjeeling,Cultural,3,5,Hotel,Flight,Luxury,74880,Winter
PKG-03103,nagpur,darjeeling,Cultural,7,4,Resort,Car,Standard,35250,Winter
PKG-03104,nagpur,darjeeling,Historical,9,7,Resort,Bus,Premium,54600,Winter
PKG-03105,nagpur,darjeeling,Historical,4,6,Hotel,Train,Luxury,60720,Winter
PKG-03106,nagpur,darjeeling,Historical,10,7,Resort,Bus,Premium,57120,Winter
PKG-03107,nagpur,darjeeling,Historical,9,4,Hotel,Car,Premium,44520,Winter
PKG-03108,nagpur,darjeeling,Historical,2,5,Hotel,Car,Standard,21600,Winter
PKG-03109,nagpur,darjeeling,Historical,6,8,Resort,Car,Standard,45000,Winter
PKG-03110,nagpur,darjeeling,Historical,9,4,Resort,Car,Premium,55650,Winter
PKG-03111,nagpur,darjeeling,Historical,7,7,Hotel,Car,Standard,35400,Winter
PKG-03112,nagpur,darjeeling,Historical,6,3,Hotel,Train,Premium,36960,Winter
PKG-03113,nagpur,darjeeling,Historical,10,7,Hotel,Bus,Standard,32640,Winter
PKG-03114,nagpur,alleppey,Backwater,6,3,Hotel,Bus,Premium,26880,Monsoon
PKG-03115,nagpur,alleppey,Backwater,3,4,Hotel,Bus,Standard,16800,Monsoon
PKG-03116,nagpur,alleppey,Backwater,9,4,Hotel,Bus,Luxury,50880,Monsoon
PKG-03117,nagpur,alleppey,Backwater,8,5,Hotel,Flight,Standard,51840,Monsoon
PKG-03118,nagpur,alleppey,Backwater,6,4,Resort,Train,Standard,36300,Monsoon
PKG-03119,nagpur,alleppey,Backwater,8,7,Resort,Train,Luxury,102300,Monsoon
PKG-03120,nagpur,alleppey,Backwater,4,7,Resort,Bus,Premium,42000,Monsoon
PKG-03121,nagpur,alleppey,Backwater,4,5,Hotel,Bus,Premium,28224,Monsoon
PKG-03122,nagpur,alleppey,Backwater,6,2,Camping,Train,Luxury,31680,Monsoon
PKG-03123,nagpur,alleppey,Backwater,9,6,Resort,Bus,Premium,51240,Monsoon
